"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry4","39","ec:1.6.5.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.6.5.11",NA,221,433,"rectangle",46,17,"#000000","#BFBFFF",1057,NA,"ec","00190",0,0,0,0,0,6086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry7","94","ec:1.6.99.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.6.99.3",NA,173,433,"rectangle",46,17,"#000000","#BFBFFF",1058,NA,"ec","00190",0,0,0,0,4499,6086,73.9237594479132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry9","109","ec:7.1.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.1.1.2",NA,197,412,"rectangle",46,17,"#000000","#BFBFFF",1059,NA,"ec","00190",0,0,0,0,4370,6086,71.8041406506737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry10","110","ec:7.1.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.1.1.8",NA,654,348,"rectangle",46,17,"#000000","#BFBFFF",1060,NA,"ec","00190",0,0,0,0,2340,6086,38.4488991127177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry11","111","ec:1.9.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.9.3.1",NA,868,316,"rectangle",46,17,"#000000","#BFBFFF",1061,NA,"ec","00190",0,0,0,0,3720,6086,61.123890897141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry12","112","ec:7.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.1.2.2",NA,1044,409,"rectangle",46,17,"#000000","#BFBFFF",1062,NA,"ec","00190",0,0,0,0,6055,6086,99.4906342425238,0,1,0,0,0.0769230769230769,1,0,2,1,2,1,0,1,"NHNB"
"entry13","113","ec:7.2.2.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.2.2.19",NA,1092,409,"rectangle",46,17,"#000000","#BFBFFF",1063,NA,"ec","00190",0,0,0,0,127,6086,2.08675649030562,0,1,0,0,0.0769230769230769,1,0,2,1,2,1,0,1,"NHNB"
"entry14","114","ec:7.1.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.1.2.1",NA,1067,430,"rectangle",46,17,"#000000","#BFBFFF",1064,NA,"ec","00190",0,0,0,0,456,6086,7.49260598093986,0,1,0,0,0.0769230769230769,1,0,2,1,2,1,0,1,"NHNB"
"entry15","115","ec:3.6.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.1",NA,954,455,"rectangle",46,17,"#000000","#BFBFFF",1065,NA,"ec","00190",1,4,1,1,5787,6086,95.087085113375,0.25,1,0,0,0.0625,1,0,1,1,2,4,1,0,"HB"
"entry16","116","ec:2.7.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.4.1",NA,864,455,"rectangle",46,17,"#000000","#BFBFFF",1066,NA,"ec","00190",0,0,0,0,3818,6086,62.7341439369044,0,0,0,0,0.05,1,0,2,1,2,1,2.77555756156289e-17,1.44222201478767e-16,"NHNB"
"entry36","255","ec:1.3.5.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.5.1",NA,434,358,"rectangle",46,17,"#000000","#BFBFFF",1067,NA,"ec","00190",0,0,0,0,4698,6086,77.1935589878409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
