"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","4","ec:2.4.99.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.99.4","rn:R05967",333,479,"rectangle",46,17,"#000000","#BFBFFF",3797,"reversible","ec","00603",0,0,0,0,156,429,36.3636363636364,0,1,0,0,0.00510204081632653,2,0,1,1,5,1,0,0,"NHNB"
"entry13","36","ec:3.2.1.49","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.49","rn:R05966",387,264,"rectangle",46,17,"#000000","#BFBFFF",3798,"reversible","ec","00603",0,0,0,0,252,429,58.7412587412587,0,2,0,0,0.00833333333333333,1,0,4,1,5,2,0,1,"HNB"
"entry14","37","ec:2.4.1.228","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.228","rn:R05960",162,250,"rectangle",46,17,"#000000","#BFBFFF",3799,"reversible","ec","00603",0,0,0,0,263,429,61.3053613053613,0,2,0,0,0.00833333333333333,1,0,4,1,5,2,0,1,"HNB"
"entry16","39","ec:3.2.1.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.52","rn:R05963",274,265,"rectangle",46,17,"#000000","#BFBFFF",3800,"reversible","ec","00603",0,0,0,0,428,429,99.7668997668998,0.0247252747252747,2,0,0,0.00735294117647059,1,0,5,1,5,5,0.847127088383037,0,"HNB"
"entry17","41","ec:2.4.99.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.99.8",NA,334,572,"rectangle",46,17,"#000000","#BFBFFF",3801,NA,"ec","00603",0,0,0,0,146,429,34.032634032634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry18","42","ec:2.4.1.152","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.152","rn:R05904",608,434,"rectangle",46,17,"#000000","#BFBFFF",3802,"reversible","ec","00603",0,0,0,0,145,429,33.7995337995338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry19","43","ec:2.4.1.69","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.69","rn:R05968",274,434,"rectangle",46,17,"#000000","#BFBFFF",3803,"reversible","ec","00603",0,0,0,0,122,429,28.4382284382284,0,0,0,0,0.00476190476190476,2,0,1,1,5,1,0,0,"NHNB"
"entry20","44","ec:3.2.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.22","rn:R05961",162,218,"rectangle",46,17,"#000000","#BFBFFF",3804,"reversible","ec","00603",0,0,0,0,371,429,86.4801864801865,0.021978021978022,1,0,0,0.00680272108843537,1,0,4,1,5,2,0,0.54138126514911,"HNB"
"entry21","45","ec:2.4.1.79","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.79","rn:R05962",274,237,"rectangle",46,17,"#000000","#BFBFFF",3805,"reversible","ec","00603",1,4,2,1,100,429,23.3100233100233,0.0961538461538462,2,0,0,0.00636942675159236,1,0,3,1,5,6,1,0,"HB"
"entry22","46","ec:2.4.1.88","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.88","rn:R05965",386,237,"rectangle",46,17,"#000000","#BFBFFF",3806,"reversible","ec","00603",0,0,0,0,135,429,31.4685314685315,0,0,0,0,0.00476190476190476,1,0,4,1,5,2,0,0,"HNB"
