"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","9","ec:2.3.1.181","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.181","rn:R12428",332,226,"rectangle",46,17,"#000000","#BFBFFF",4830,"irreversible","ec","00785",0,0,0,0,3634,5440,66.8014705882353,0,2,1,1,0.0178571428571429,2,0,2,1,2,2,5.95974225093211e-17,0.584596237132274,"NHNB"
"entry3","12","ec:2.8.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.8","rn:R12423",245,321,"rectangle",46,17,"#000000","#BFBFFF",4831,"irreversible","ec","00785",0,0,0,0,4651,5440,85.4963235294118,0,1,3,1,0.0123456790123457,1,0,2,1,2,3,0.846953371120183,0.299087991102868,"NHNB"
"entry4","13","ec:2.3.1.181","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.181","rn:R12427",219,226,"rectangle",46,17,"#000000","#BFBFFF",4832,"irreversible","ec","00785",0,0,0,0,3646,5440,67.0220588235294,0,4,4,0.666666666666667,0.0217391304347826,1,0,2,1,2,4,1.19194845018642e-16,1,"HNB"
"entry9","24","ec:6.3.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.20","rn:R12449",715,275,"rectangle",46,17,"#000000","#BFBFFF",4833,"irreversible","ec","00785",0,0,0,0,2555,5440,46.9669117647059,0,1,0,0,0.0123456790123457,3,0,2,1,2,1,2.97987112546605e-17,0,"NHNB"
"entry12","27","ec:6.3.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.20","rn:R12429",115,275,"rectangle",46,17,"#000000","#BFBFFF",4834,"irreversible","ec","00785",0,0,0,0,2555,5440,46.9669117647059,0,0,3,1,0.0111111111111111,1,0,2,1,2,3,0.98483324791824,0,"NHNB"
"entry15","33","ec:6.3.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.20","rn:R12433",815,275,"rectangle",46,17,"#000000","#BFBFFF",4835,"irreversible","ec","00785",0,0,0,0,2555,5440,46.9669117647059,0,1,0,0,0.0123456790123457,3,0,2,1,2,1,2.97987112546605e-17,0,"NHNB"
"entry17","36","ec:2.3.1.200","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.200","rn:R12426",754,370,"rectangle",46,17,"#000000","#BFBFFF",4836,"reversible","ec","00785",1,3,1,1,49,5440,0.900735294117647,0,0,0,0,0.0111111111111111,3,0,1,1,2,2,6.23179061698163e-17,0,"NHB"
"entry20","40","ec:2.8.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.8","rn:R12424",358,321,"rectangle",46,17,"#000000","#BFBFFF",4837,"irreversible","ec","00785",0,0,0,0,4651,5440,85.4963235294118,0,0,2,0.666666666666667,0.0111111111111111,2,0,2,1,2,3,0.924951278761787,0,"NHNB"
"entry21","44","ec:2.3.1.204","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.204","rn:R12425",303,275,"rectangle",46,17,"#000000","#BFBFFF",4838,"irreversible","ec","00785",0,0,0,0,393,5440,7.22426470588235,0.0625,3,6,0.4,0.0158730158730159,2,0,1,1,2,6,1,0.837204878686891,"HNB"
"entry22","47","ec:2.3.1.181","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.181","rn:R12428",382,226,"rectangle",46,17,"#000000","#BFBFFF",4839,"irreversible","ec","00785",0,0,0,0,784,5440,14.4117647058824,0.00694444444444444,2,2,0.666666666666667,0.0178571428571429,2,0,2,1,2,3,0.461001046179198,0.584596237132274,"NHNB"
