"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry2","27","ec:2.4.1.109","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.109","rn:R07620",153,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",0,1150,1226,93.8009787928222,0,1,0,0,0.166666666666667,1,0,3,2,3,1,0,0.5,"NHNB"
"entry6","32","ec:2.4.99.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.99.6",NA,147,453,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00515",0,0,1226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry8","34","ec:2.4.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.135",NA,218,453,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00515",0,0,1226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry11","38","ec:2.4.1.152","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.152",NA,289,453,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00515",0,0,1226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry22","58","ec:2.4.99.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.99.6",NA,422,453,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00515",0,0,1226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry25","61","ec:2.4.1.312","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.312","rn:R11407",274,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",1,222,1226,18.1076672104405,0.333333333333333,1,0,0,0.142857142857143,1,0,2,2,3,2,0,1,"HB"
"entry26","62","ec:2.4.1.313","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.313","rn:R12292",396,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",1,176,1226,14.3556280587276,0.333333333333333,1,0,0,0.111111111111111,2,0,2,2,3,2,0,1,"HB"
"entry27","63","ec:2.7.1.183","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.183","rn:R12293",512,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",0,168,1226,13.7030995106036,0,0,0,0,0.0833333333333333,2,0,3,2,3,1,1,0,"NHNB"
"entry38","84","ec:2.4.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.135",NA,476,453,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00515",0,0,1226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry43","94","ec:2.7.7.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.40","rn:R02921",637,162,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",0,175,1226,14.2740619902121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry47","100","ec:2.4.2.61","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.2.61","rn:R12244",632,342,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00515",0,184,1226,15.0081566068515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
