"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","317","ec:3.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.1",NA,848,661,"rectangle",46,17,"#000000","#BFBFFF",6466,NA,"ec","01053",0,0,0,0,788,1286,61.2752721617418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry1","318","ec:3.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.1",NA,1242,496,"rectangle",46,17,"#000000","#BFBFFF",6467,NA,"ec","01053",0,0,0,0,788,1286,61.2752721617418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry2","319","ec:3.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.1",NA,731,321,"rectangle",46,17,"#000000","#BFBFFF",6468,NA,"ec","01053",0,0,0,0,788,1286,61.2752721617418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry3","320","ec:3.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.1",NA,889,378,"rectangle",46,17,"#000000","#BFBFFF",6469,NA,"ec","01053",0,0,0,0,788,1286,61.2752721617418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry4","321","ec:2.7.7.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.58",NA,848,642,"rectangle",46,17,"#000000","#BFBFFF",6470,NA,"ec","01053",0,0,0,0,845,1286,65.7076205287714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry5","328","ec:1.3.1.28","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.28","rn:R01505",962,259,"rectangle",46,17,"#000000","#BFBFFF",6471,"irreversible","ec","01053",1,2,1,0.5,803,1286,62.4416796267496,0,2,0,0,0.0833333333333333,1,0,2,2,1,2,0,1,"NHB"
"entry6","329","ec:4.2.99.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.99.21","rn:R06602",479,220,"rectangle",46,17,"#000000","#BFBFFF",6472,"irreversible","ec","01053",0,0,0,0,445,1286,34.6034214618974,0,2,1,1,0.0833333333333333,1,0,3,2,1,2,0,1,"NHNB"
"entry7","330","ec:5.4.4.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.4.2","rn:R01717",672,180,"rectangle",46,17,"#000000","#BFBFFF",6473,"irreversible","ec","01053",0,0,0,0,1126,1286,87.5583203732504,0,1,1,1,0.0625,1,0,3,2,1,2,0.366025403784439,0.732050807568877,"NHNB"
"entry8","332","ec:2.7.7.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.58",NA,889,359,"rectangle",46,17,"#000000","#BFBFFF",6474,NA,"ec","01053",0,0,0,0,845,1286,65.7076205287714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry9","334","ec:2.7.7.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.58",NA,1242,477,"rectangle",46,17,"#000000","#BFBFFF",6475,NA,"ec","01053",0,0,0,0,845,1286,65.7076205287714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry10","336","ec:2.7.7.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.58",NA,731,302,"rectangle",46,17,"#000000","#BFBFFF",6476,NA,"ec","01053",0,0,0,0,845,1286,65.7076205287714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry22","353","ec:3.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.1","rn:R03037",813,219,"rectangle",46,17,"#000000","#BFBFFF",6477,"irreversible","ec","01053",1,2,2,1,788,1286,61.2752721617418,0,0,1,0.333333333333333,0.05,1,0,2,2,1,3,1,0,"HB"
"entry27","473","ec:6.3.2.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.14","rn:R07644",1000,431,"rectangle",46,17,"#000000","#BFBFFF",6478,"irreversible","ec","01053",0,0,0,0,0,1286,0,0,0,0,0,0.05,1,0,3,2,1,1,0.366025403784439,0,"NHNB"
