"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","39","ec:6.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.5","rn:R03656",875,335,"rectangle",46,17,"#000000","#BFBFFF",6160,"irreversible","ec","00970",0,0,0,0,6031,6105,98.7878787878788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry3","76","ec:6.1.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.22","rn:R03648",271,583,"rectangle",46,17,"#000000","#BFBFFF",6161,"irreversible","ec","00970",0,0,0,0,3285,6105,53.8083538083538,0,0,0,0,0.00263157894736842,5,1.96261557335472e-16,3,1,3,1,0,1.6638891034426e-17,"NHNB"
"entry4","77","ec:6.1.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.21","rn:R03655",875,790,"rectangle",46,17,"#000000","#BFBFFF",6162,"irreversible","ec","00970",0,0,0,0,6033,6105,98.8206388206388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry5","78","ec:6.1.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.20","rn:R03660",875,879,"rectangle",46,17,"#000000","#BFBFFF",6163,"irreversible","ec","00970",0,0,0,0,6082,6105,99.6232596232596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry6","79","ec:6.1.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.19","rn:R03646",875,611,"rectangle",46,17,"#000000","#BFBFFF",6164,"irreversible","ec","00970",0,0,0,0,6025,6105,98.6895986895987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry7","80","ec:6.1.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.18","rn:R03652",271,281,"rectangle",46,17,"#000000","#BFBFFF",6165,"irreversible","ec","00970",0,0,0,0,2899,6105,47.4856674856675,0,0,0,0,0.00263157894736842,3,1.17756934401283e-16,3,1,3,1,0,1.6638891034426e-17,"NHNB"
"entry8","81","ec:6.1.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.16","rn:R03650",271,1076,"rectangle",46,17,"#000000","#BFBFFF",6166,"irreversible","ec","00970",0,0,0,0,6016,6105,98.5421785421785,0,0,0,0,0.00263157894736842,4,2.35513868802566e-16,3,1,3,1,0,1.6638891034426e-17,"NHNB"
"entry9","82","ec:6.1.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.14","rn:R03654",271,672,"rectangle",46,17,"#000000","#BFBFFF",6167,"irreversible","ec","00970",0,0,0,0,6068,6105,99.3939393939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry10","83","ec:6.1.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.12","rn:R05577",271,448,"rectangle",46,17,"#000000","#BFBFFF",6168,"irreversible","ec","00970",0,0,0,0,5793,6105,94.8894348894349,0,1,0,0,0.00306748466257669,5,2.35513868802566e-16,3,1,3,1,0,1.6638891034426e-17,"NHNB"
"entry11","84","ec:6.1.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.1.1.11","rn:R03662",271,850,"rectangle",46,17,"#000000","#BFBFFF",6169,"irreversible","ec","00970",0,0,0,0,6058,6105,99.2301392301392,0,1,0,0,0.00306748466257669,4,2.35513868802566e-16,3,1,3,1,0,0,"NHNB"
