"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry12","27","ec:4.2.1.159","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.159","rn:R05518",1318,251,"rectangle",46,17,"#000000","#BFBFFF",3185,"irreversible","ec","00523",1,2,4,1,113,3946,2.863659401926,0.0738461538461539,1,21,0.75,0.00165562913907285,2,0,4,4,7,8,1,1.09710625813454e-16,"HB"
"entry13","30","ec:1.1.1.266","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.266","rn:R05687",733,221,"rectangle",46,17,"#000000","#BFBFFF",3186,"irreversible","ec","00523",1,2,1,0.25,0,3946,0,0.0292307692307692,5,21,0.75,0.00429184549356223,2,0,5,4,7,8,0.417723292412195,0.867308087952892,"HB"
"entry14","31","ec:4.2.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.46","rn:R06513",1200,203,"rectangle",46,17,"#000000","#BFBFFF",3187,"irreversible","ec","00523",1,2,1,0.25,3871,3946,98.0993411049164,0.0307692307692308,6,21,0.75,0.00483091787439614,2,0,5,4,7,8,0.213658571953767,0.955097277831586,"HB"
"entry15","32","ec:2.7.7.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.24","rn:R02328",1200,121,"rectangle",46,17,"#000000","#BFBFFF",3188,"irreversible","ec","00523",0,0,0,0,3793,3946,96.1226558540294,0,1,0,0,0.00497512437810945,1,0,6,4,7,1,0,0.0449027221684138,"NHNB"
"entry16","33","ec:1.1.1.133","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.133","rn:R02777",1200,415,"rectangle",46,17,"#000000","#BFBFFF",3189,"irreversible","ec","00523",0,0,0,0,3406,3946,86.3152559553979,0.00615384615384615,1,4,0.666666666666667,0.0014792899408284,5,0,6,4,7,4,0.0547588605558388,0.00113546874456556,"NHNB"
"entry17","35","ec:2.1.1.235","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.235","rn:R06439",503,484,"rectangle",46,17,"#000000","#BFBFFF",3190,"irreversible","ec","00523",0,0,0,0,3,3946,0.0760263558033452,0,0,0,0,0.00142450142450142,3,0,7,4,7,1,0,5.48553129067269e-17,"NHNB"
"entry18","37","ec:2.6.1.89","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.89","rn:R06423",503,415,"rectangle",46,17,"#000000","#BFBFFF",3191,"irreversible","ec","00523",1,2,1,0.25,1,3946,0.0253421186011151,0.0138461538461538,1,0,0,0.0014792899408284,3,0,6,4,7,2,0.159393684254048,2.74276564533634e-17,"NHB"
"entry22","42","ec:2.1.1.324","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.324","rn:R08932",1703,550,"rectangle",46,17,"#000000","#BFBFFF",3192,"irreversible","ec","00523",0,0,0,0,3,3946,0.0760263558033452,0,0,0,0,0.00142450142450142,6,0,8,4,7,1,0,5.48553129067269e-17,"NHNB"
"entry23","44","ec:2.6.1.110","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.110","rn:R08931",1703,484,"rectangle",46,17,"#000000","#BFBFFF",3193,"irreversible","ec","00523",1,2,1,0.25,4,3946,0.10136847440446,0.0230769230769231,1,0,0,0.0014792899408284,6,0,7,4,7,2,0,2.74276564533634e-17,"NHB"
"entry24","46","ec:2.6.1.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.33","rn:R02773",633,279,"rectangle",46,17,"#000000","#BFBFFF",3194,"irreversible","ec","00523",1,2,3,0.75,10,3946,0.253421186011151,0.0415384615384615,4,21,0.75,0.00302114803625378,2,0,5,4,7,8,0.736510660920291,0.617782693582483,"HB"
