"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry9","19","ec:1.14.14.118","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.118","rn:R10321",118,347,"rectangle",46,17,"#000000","#BFBFFF",2509,"irreversible","ec","00404",1,4,1,0.333333333333333,2,74,2.7027027027027,0.025,1,0,0,0.00523560209424084,3,0,6,1,7,2,0,0,"HB"
"entry10","20","ec:2.1.1.293","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.293","rn:R10588",118,465,"rectangle",46,17,"#000000","#BFBFFF",2510,"irreversible","ec","00404",1,4,2,0.666666666666667,2,74,2.7027027027027,0.0416666666666667,1,0,0,0.00495049504950495,3,0,5,1,7,2,1,0.451208485925954,"HB"
"entry11","21","ec:1.14.19.71","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.71","rn:R10416",175,516,"rectangle",46,17,"#000000","#BFBFFF",2511,"irreversible","ec","00404",1,4,3,1,2,74,2.7027027027027,0.05,1,0,0,0.00467289719626168,3,0,4,1,7,2,0,0,"HB"
"entry12","22","ec:1.14.14.119","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.119","rn:R10414",312,516,"rectangle",46,17,"#000000","#BFBFFF",2512,"irreversible","ec","00404",1,4,3,1,3,74,4.05405405405405,0.05,1,0,0,0.00440528634361234,4,0,4,1,7,2,0,0,"HB"
"entry13","23","ec:2.5.1.110","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.110","rn:R10457",445,516,"rectangle",46,17,"#000000","#BFBFFF",2513,"irreversible","ec","00404",1,4,2,0.666666666666667,2,74,2.7027027027027,0.0416666666666667,1,0,0,0.004149377593361,4,0,5,1,7,2,0.208309193055672,0.495200608877318,"HB"
"entry14","24","ec:1.14.11.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.11.38","rn:R10445",581,516,"rectangle",46,17,"#000000","#BFBFFF",2514,"irreversible","ec","00404",1,4,1,0.333333333333333,2,74,2.7027027027027,0.025,1,0,0,0.00390625,4,0,6,1,7,2,0,0,"HB"
"entry15","25","ec:2.5.1.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.107","rn:R10341",718,516,"rectangle",46,17,"#000000","#BFBFFF",2515,"irreversible","ec","00404",0,0,0,0,1,74,1.35135135135135,0,0,0,0,0.00367647058823529,4,0,7,1,7,1,0,0,"NHNB"
"entry18","31","ec:2.5.1.106","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.106","rn:R10340",119,253,"rectangle",46,17,"#000000","#BFBFFF",2516,"irreversible","ec","00404",0,0,0,0,2,74,2.7027027027027,0,1,0,0,0.00552486187845304,3,0,7,1,7,1,3.70961208994401e-17,0,"NHNB"
"entry27","56","ec:2.1.1.139","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.139","rn:R05757",951,204,"rectangle",46,17,"#000000","#BFBFFF",2517,"irreversible","ec","00404",0,0,0,0,3,74,4.05405405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry28","59","ec:1.14.19.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.9","rn:R09570",231,283,"rectangle",46,17,"#000000","#BFBFFF",2518,"irreversible","ec","00404",0,0,0,0,50,74,67.5675675675676,0,1,0,0,0.00495049504950495,1,0,5,1,7,1,0,0.178345678597777,"NHNB"
"entry37","79","ec:1.4.3.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.23","rn:R09560",291,364,"rectangle",46,17,"#000000","#BFBFFF",2519,"irreversible","ec","00404",1,4,1,0.333333333333333,0,74,0,0.0166666666666667,1,0,0,0.00467289719626168,1,0,4,1,7,2,0,0,"HB"
"entry38","80","ec:1.21.98.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.21.98.2","rn:R09566",412,364,"rectangle",46,17,"#000000","#BFBFFF",2520,"irreversible","ec","00404",1,4,2,0.666666666666667,0,74,0,0.025,1,0,0,0.00440528634361234,1,0,3,1,7,2,0,0,"HB"
