"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","9","ec:3.7.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.13","rn:R05365",478,506,"rectangle",46,17,"#000000","#BFBFFF",3904,"irreversible","ec","00621",0,0,0,0,11,1139,0.9657594381036,0,0,5,0.833333333333333,0.00549450549450549,5,0,4,4,4,4,1,8.53206716725714e-17,"NHNB"
"entry1","15","ec:4.1.3.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.39","rn:R00750",771,282,"rectangle",46,17,"#000000","#BFBFFF",3905,"irreversible","ec","00621",1,2,1,0.333333333333333,845,1139,74.1878841088674,0.0192307692307692,1,0,0,0.00591715976331361,7,0,5,4,4,2,0.378057805374212,0,"NHB"
"entry37","183","ec:1.14.12.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.12.18","rn:R05263 rn:R05264",196,349,"rectangle",46,17,"#000000","#BFBFFF",3906,"irreversible","ec","00621",0,0,0,0,12,1139,1.05355575065847,0,1,0,0,0.00735294117647059,1,0,8,4,4,1,0,0,"NHNB"
"entry38","185","ec:3.7.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.8","rn:R02606",475,349,"rectangle",43,17,"#000000","#BFBFFF",3907,"irreversible","ec","00621",1,2,3,1,7,1139,0.614574187884109,0.0192307692307692,1,3,0.5,0.00591715976331361,5,0,5,4,4,4,0.861122816881267,0.322549072899278,"NHB"
"entry45","194","ec:1.14.12.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.12.18","rn:R05261 rn:R05262",196,426,"rectangle",46,17,"#000000","#BFBFFF",3908,"irreversible","ec","00621",0,0,0,0,12,1139,1.05355575065847,0,1,0,0,0.00735294117647059,3,0,8,4,4,1,0,0,"NHNB"
"entry46","195","ec:1.3.1.56","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.56","rn:R05241",294,426,"rectangle",46,17,"#000000","#BFBFFF",3909,"irreversible","ec","00621",1,2,1,0.333333333333333,9,1139,0.790166812993854,0.0192307692307692,1,0,0,0.00684931506849315,3,0,7,4,4,2,0,0,"NHB"
"entry47","196","ec:1.13.11.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.39","rn:R05245",382,426,"rectangle",46,17,"#000000","#BFBFFF",3910,"irreversible","ec","00621",1,2,2,0.666666666666667,13,1139,1.14135206321334,0.0256410256410256,1,0,0,0.00636942675159236,4,0,6,4,4,2,0,0.277754366237467,"NHB"
"entry48","197","ec:3.7.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.8","rn:R05359",477,426,"rectangle",43,17,"#000000","#BFBFFF",3911,"irreversible","ec","00621",1,2,3,1,7,1139,0.614574187884109,0.0192307692307692,1,3,0.5,0.00591715976331361,5,0,5,4,4,4,0.861122816881267,0.322549072899278,"NHB"
"entry49","199","ec:1.14.13.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.1","rn:R00818",518,226,"rectangle",46,17,"#000000","#BFBFFF",3912,"irreversible","ec","00621",0,0,0,0,429,1139,37.6646180860404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry52","203","ec:1.3.1.56","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.56","rn:R05239",296,349,"rectangle",46,17,"#000000","#BFBFFF",3913,"irreversible","ec","00621",1,2,1,0.333333333333333,9,1139,0.790166812993854,0.0192307692307692,1,0,0,0.00684931506849315,1,0,7,4,4,2,0,0,"NHB"
"entry53","204","ec:1.13.11.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.39","rn:R03462",382,349,"rectangle",46,17,"#000000","#BFBFFF",3914,"irreversible","ec","00621",1,2,2,0.666666666666667,13,1139,1.14135206321334,0.0256410256410256,1,0,0,0.00636942675159236,2,0,6,4,4,2,0,0.277754366237467,"NHB"
"entry58","211","ec:1.14.12.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.12.22","rn:R05414 rn:R09512",196,506,"rectangle",46,17,"#000000","#BFBFFF",3915,"irreversible","ec","00621",0,0,0,0,13,1139,1.14135206321334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
