"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","4","ec:2.4.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.215","rn:R07260",600,638,"rectangle",46,17,"#000000","#BFBFFF",5476,"irreversible","ec","00908",0,0,0,0,79,91,86.8131868131868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry51","106","ec:1.3.1.69","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.69","rn:R05702",457,576,"rectangle",46,17,"#000000","#BFBFFF",5477,"irreversible","ec","00908",0,0,0,0,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry52","109","ec:2.5.1.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.27","rn:R04038",166,418,"rectangle",46,17,"#000000","#BFBFFF",5478,"irreversible","ec","00908",0,0,0,0,89,91,97.8021978021978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry53","110","ec:2.5.1.112","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.112","rn:R08052",166,319,"rectangle",46,17,"#000000","#BFBFFF",5479,"irreversible","ec","00908",0,0,0,0,89,91,97.8021978021978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry54","111","ec:2.5.1.112","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.112","rn:R08051",166,220,"rectangle",46,17,"#000000","#BFBFFF",5480,"irreversible","ec","00908",0,0,0,0,89,91,97.8021978021978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry55","113","ec:2.5.1.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.75","rn:R01122",600,220,"rectangle",46,17,"#000000","#BFBFFF",5481,"irreversible","ec","00908",0,0,0,0,91,91,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry56","114","ec:2.5.1.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.24","rn:R03726",166,638,"rectangle",46,17,"#000000","#BFBFFF",5482,"irreversible","ec","00908",0,0,0,0,0,91,0,NA,1,0,0,1,1,0,1,1,1,1,1,1,"HNB"
"entry57","115","ec:1.5.99.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.99.12","rn:R05708",166,576,"rectangle",46,17,"#000000","#BFBFFF",5483,"irreversible","ec","00908",0,0,0,0,91,91,100,NA,0,0,0,0.5,1,0,1,1,1,1,0,0,"HNB"
"entry58","116","ec:2.4.2.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.2.40","rn:R02119",316,844,"rectangle",46,17,"#000000","#BFBFFF",5484,"irreversible","ec","00908",0,0,0,0,1,91,1.0989010989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry59","117","ec:2.4.1.203","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.203","rn:R02118",316,703,"rectangle",46,17,"#000000","#BFBFFF",5485,"irreversible","ec","00908",0,0,0,0,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry60","118","ec:2.5.1.50","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.50","rn:R03133",316,638,"rectangle",46,17,"#000000","#BFBFFF",5486,"irreversible","ec","00908",0,0,0,0,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
