"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry13","164","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R01274",1133,827,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,2109,3278,64.3380109823063,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry14","165","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08174",1133,895,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,276,3278,8.41976815131178,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry15","166","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08175",1133,953,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,272,3278,8.29774252593045,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry16","167","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08176",1133,1124,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,274,3278,8.35875533862111,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry17","168","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08177",1150,438,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,274,3278,8.35875533862111,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry18","169","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08183",1150,723,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,266,3278,8.11470408785845,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry19","170","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08182",1150,666,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,266,3278,8.11470408785845,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry20","171","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08181",1150,609,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,274,3278,8.35875533862111,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry21","172","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08180",1150,381,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,266,3278,8.11470408785845,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry22","173","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08179",1150,267,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,266,3278,8.11470408785845,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
"entry23","174","ec:3.1.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.2","rn:R08178",1150,153,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01040",0,274,3278,8.35875533862111,0,1,0,0,0.00549450549450549,10,0.999988363350137,0,0,0,2,1,1,"HNB"
