"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry58","124","ec:1.14.14.53","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.53","rn:R06119",922,218,"rectangle",46,17,"#000000","#BFBFFF",5229,"irreversible","ec","00903",1,5,4,1,0,2674,0,0.00201612903225806,1,0,0,0.0009765625,2,0,4,1,3,2,0,3.4829654066937e-17,"NHB"
"entry59","125","ec:1.14.13.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.107","rn:R06398 rn:R09393",756,218,"rectangle",46,17,"#000000","#BFBFFF",5230,"irreversible","ec","00903",1,5,3,0.75,165,2674,6.17053103964099,0,0,0,0,0.000946969696969697,2,0,5,1,3,2,2.45649181197182e-16,1.32450745563941e-17,"NHB"
"entry60","126","ec:1.1.1.144","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.144","rn:R03945",126,286,"rectangle",46,17,"#000000","#BFBFFF",5231,"irreversible","ec","00903",1,5,1,0.25,0,2674,0,0.00201612903225806,1,0,0,0.00100704934541793,3,0,6,1,3,2,0,0,"NHB"
"entry61","127","ec:1.14.14.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.51","rn:R02468",370,218,"rectangle",46,17,"#000000","#BFBFFF",5232,"irreversible","ec","00903",1,5,4,1,0,2674,0,0,0,1,0.333333333333333,0.000946969696969697,1,0,4,1,3,3,1.58437138629298e-15,5.82022205027733e-17,"HB"
"entry62","128","ec:1.14.14.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.52","rn:R02470",126,218,"rectangle",46,17,"#000000","#BFBFFF",5233,"irreversible","ec","00903",1,5,2,0.5,0,2674,0,0.00201612903225806,1,1,0.333333333333333,0.0009765625,1,0,5,1,3,3,1.14013812059204e-15,0,"HB"
"entry63","129","ec:5.5.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.10","rn:R04040",1285,279,"rectangle",46,17,"#000000","#BFBFFF",5234,"irreversible","ec","00903",0,0,0,0,0,2674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry64","132","ec:1.1.1.275","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.275","rn:R06117",922,279,"rectangle",46,17,"#000000","#BFBFFF",5235,"irreversible","ec","00903",1,5,4,1,21,2674,0.785340314136126,0.00201612903225806,1,0,0,0.00100704934541793,4,0,5,1,3,2,0.577350269189626,5.64142335774799e-17,"NHB"
"entry65","133","ec:3.3.2.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.8","rn:R05784",756,279,"rectangle",46,17,"#000000","#BFBFFF",5236,"irreversible","ec","00903",1,5,2,0.5,260,2674,9.72326103216155,0.00100806451612903,1,0,0,0.0009765625,2,0,6,1,3,2,1.62355443878255e-16,3.4829654066937e-17,"NHB"
"entry66","134","ec:1.2.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.3","rn:R06366",126,347,"rectangle",46,17,"#000000","#BFBFFF",5237,"irreversible","ec","00903",0,0,0,0,1735,2674,64.8840688107704,0,1,0,0,0.00103842159916926,3,0,7,1,3,1,0,2.820711678874e-17,"NHNB"
"entry67","135","ec:1.1.1.243","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.243","rn:R03114",370,279,"rectangle",46,17,"#000000","#BFBFFF",5238,"irreversible","ec","00903",1,5,4,1,2,2674,0.074794315632012,0.00100806451612903,1,0,0,0.0009765625,1,0,5,1,3,2,4.95530393153964e-16,1.32450745563941e-17,"NHB"
"entry68","136","ec:1.3.99.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.99.25","rn:R06373",370,338,"rectangle",46,17,"#000000","#BFBFFF",5239,"irreversible","ec","00903",1,6,1,0.25,0,2674,0,0,4,1,0.166666666666667,0.00115473441108545,1,0,6,1,3,4,0,0,"HB"
"entry69","137","ec:1.1.1.297","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.297","rn:R06399",756,338,"rectangle",46,17,"#000000","#BFBFFF",5240,"irreversible","ec","00903",1,5,1,0.25,0,2674,0,0,2,0,0,0.00104058272632674,2,0,7,1,3,2,0,3.4829654066937e-17,"NHB"
"entry70","139","ec:1.3.99.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.99.25","rn:R06372",922,338,"rectangle",46,17,"#000000","#BFBFFF",5241,"irreversible","ec","00903",1,5,4,1,0,2674,0,0,4,2,0.333333333333333,0.00119617224880383,4,0,6,1,3,4,0,1,"HB"
"entry71","143","ec:4.2.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.17","rn:R06412",1356,484,"rectangle",46,17,"#000000","#BFBFFF",5242,"irreversible","ec","00903",0,0,0,0,2624,2674,98.1301421091997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry72","144","ec:4.2.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.17","rn:R06411",1285,484,"rectangle",46,17,"#000000","#BFBFFF",5243,"irreversible","ec","00903",0,0,0,0,2624,2674,98.1301421091997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry73","145","ec:3.1.1.83","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.83","rn:R06393",1002,506,"rectangle",46,17,"#000000","#BFBFFF",5244,"irreversible","ec","00903",0,0,0,0,519,2674,19.4091249065071,0,0,0,0,0.000946969696969697,7,0,2,1,3,1,0,6.62253727819704e-18,"NHNB"
"entry74","146","ec:3.1.1.83","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.83","rn:R06392",922,506,"rectangle",46,17,"#000000","#BFBFFF",5245,"irreversible","ec","00903",0,0,0,0,519,2674,19.4091249065071,0,0,0,0,0.000946969696969697,4,0,8,1,3,1,0,6.62253727819704e-18,"NHNB"
"entry75","147","ec:1.14.13.105","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.105","rn:R06400",756,440,"rectangle",46,17,"#000000","#BFBFFF",5246,"irreversible","ec","00903",0,0,0,0,0,2674,0,0,0,0,0,0.000946969696969697,2,0,8,1,3,1,1.78353748811209e-16,6.62253727819704e-18,"NHNB"
"entry76","155","ec:3.1.1.83","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.83","rn:R06391",291,506,"rectangle",46,17,"#000000","#BFBFFF",5247,"irreversible","ec","00903",0,0,0,0,519,2674,19.4091249065071,0,0,0,0,0.000946969696969697,5,0,2,1,3,1,1.22824590598591e-16,6.62253727819704e-18,"NHNB"
"entry77","156","ec:3.1.1.83","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.83","rn:R06390",370,506,"rectangle",46,17,"#000000","#BFBFFF",5248,"irreversible","ec","00903",0,0,0,0,519,2674,19.4091249065071,0,0,0,0,0.000946969696969697,1,0,8,1,3,1,0,6.62253727819704e-18,"NHNB"
"entry82","169","ec:3.3.2.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.8","rn:R09387",534,279,"rectangle",46,17,"#000000","#BFBFFF",5249,"irreversible","ec","00903",1,5,2,0.5,260,2674,9.72326103216155,0.00201612903225806,1,0,0,0.00100704934541793,1,0,6,1,3,2,8.28705342429674e-16,5.64142335774799e-17,"NHB"
"entry83","170","ec:1.14.13.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.107","rn:R09385 rn:R09389",534,218,"rectangle",46,17,"#000000","#BFBFFF",5250,"irreversible","ec","00903",1,5,3,0.75,165,2674,6.17053103964099,0,3,1,0.333333333333333,0.00111234705228031,1,0,5,1,3,3,0,1.50330614816874e-17,"HB"
