"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","25","ec:6.3.2.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.10","rn:R04617",724,444,"rectangle",46,17,"#000000","#BFBFFF",3358,"irreversible","ec","00550",0,0,0,0,4981,5080,98.0511811023622,0.0409356725146199,1,0,0,0.00291545189504373,2,0,8,6,8,3,0,0.385463946014589,"HNB"
"entry3","28","ec:3.6.1.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.27","rn:R05627",598,561,"rectangle",46,17,"#000000","#BFBFFF",3359,"irreversible","ec","00550",0,0,0,0,4675,5080,92.0275590551181,0.0116959064327485,1,2,0.666666666666667,0.00291545189504373,3,0,7,6,8,3,0.872496473297528,0.385463946014589,"HNB"
"entry4","29","ec:2.4.1.227","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.227","rn:R05662",226,628,"rectangle",46,17,"#000000","#BFBFFF",3360,"irreversible","ec","00550",1,2,5,0.833333333333333,4981,5080,98.0511811023622,0.0263157894736842,1,1,0.333333333333333,0.00277008310249307,4,0,7,6,8,3,0.541717089075568,0.115242547237972,"HB"
"entry5","30","ec:2.7.8.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.13","rn:R05629",226,538,"rectangle",46,17,"#000000","#BFBFFF",3361,"irreversible","ec","00550",1,2,6,1,5002,5080,98.4645669291339,0.0730994152046784,2,1,0.166666666666667,0.00346020761245675,3,0,6,6,8,4,0.721779879495666,0.545128340259682,"HB"
"entry6","31","ec:6.3.2.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.10","rn:R04573",226,445,"rectangle",46,17,"#000000","#BFBFFF",3362,"irreversible","ec","00550",0,0,0,0,4907,5080,96.5944881889764,0.0701754385964912,1,0,0,0.00363636363636364,2,0,6,6,8,3,0,0.278220120504334,"HNB"
"entry7","32","ec:6.3.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.4","rn:R01150",598,387,"rectangle",46,17,"#000000","#BFBFFF",3363,"reversible","ec","00550",0,0,0,0,4998,5080,98.3858267716535,0,2,0,0,0.00418410041841004,2,0,7,6,8,2,3.53605956581655e-17,3.21381566792561e-16,"NHNB"
"entry8","33","ec:6.3.2.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.7","rn:R02786",226,368,"rectangle",46,17,"#000000","#BFBFFF",3364,"irreversible","ec","00550",0,0,0,0,313,5080,6.16141732283465,0.0584795321637427,2,1,0.333333333333333,0.00448430493273543,2,0,7,6,8,3,0,2.63799700075144e-16,"HNB"
"entry9","34","ec:6.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.9","rn:R02783",476,286,"rectangle",46,17,"#000000","#BFBFFF",3365,"irreversible","ec","00550",1,2,3,0.5,4860,5080,95.6692913385827,0.087719298245614,2,1,0.333333333333333,0.00478468899521531,2,0,8,6,8,3,3.30526948091223e-17,1.21199529204269e-16,"HB"
"entry10","35","ec:6.3.2.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.8","rn:R03193",476,224,"rectangle",46,17,"#000000","#BFBFFF",3366,"irreversible","ec","00550",1,2,2,0.333333333333333,4985,5080,98.1299212598425,0.064327485380117,1,0,0,0.005,1,0,9,6,8,2,0,1.14928744493247e-17,"NHB"
"entry11","36","ec:6.3.2.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.13","rn:R02788",724,368,"rectangle",46,17,"#000000","#BFBFFF",3367,"irreversible","ec","00550",0,0,0,0,4708,5080,92.6771653543307,0.043859649122807,1,1,0.333333333333333,0.00306748466257669,2,0,8,6,8,3,0,9.20873603470804e-17,"HNB"
"entry12","37","ec:2.7.8.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.13","rn:R05630",724,538,"rectangle",46,17,"#000000","#BFBFFF",3368,"irreversible","ec","00550",1,2,1,0.166666666666667,5002,5080,98.4645669291339,0.0350877192982456,1,1,0.166666666666667,0.00277008310249307,3,0,7,6,8,4,1,2.29857488986494e-17,"HB"
"entry13","38","ec:2.4.1.227","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.227","rn:R05032",724,628,"rectangle",46,17,"#000000","#BFBFFF",3369,"irreversible","ec","00550",0,0,0,0,4981,5080,98.0511811023622,0,0,0,0,0.00263157894736842,5,0,8,6,8,1,0,0,"NHNB"
"entry14","39","ec:2.7.1.66","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.66","rn:R05626",598,476,"rectangle",46,17,"#000000","#BFBFFF",3370,"irreversible","ec","00550",0,0,0,0,714,5080,14.0551181102362,0,3,2,0.666666666666667,0.0037037037037037,3,0,7,6,8,3,0,1,"HNB"
"entry21","48","ec:2.3.2.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.2.16","rn:R08776",226,799,"rectangle",46,17,"#000000","#BFBFFF",3371,"irreversible","ec","00550",1,2,2,0.333333333333333,110,5080,2.16535433070866,0.00584795321637427,1,0,0,0.00291545189504373,4,0,9,6,8,2,0.233896345660059,1.14928744493247e-17,"NHB"
"entry22","50","ec:2.3.2.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.2.17","rn:R08777",226,886,"rectangle",46,17,"#000000","#BFBFFF",3372,"irreversible","ec","00550",1,2,1,0.166666666666667,106,5080,2.08661417322835,0.00584795321637427,1,0,0,0.00277008310249307,4,0,10,6,8,2,0,1.14928744493247e-17,"NHB"
