"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry5","15","ec:2.4.1.223","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.223","rn:R05930",1311,281,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00534",0,247,248,99.5967741935484,0,1,0,0,0.00909090909090909,1,0.999964330151146,0,0,0,2,1,1,"HNB"
"entry8","22","ec:2.8.2.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.29",NA,545,762,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,3,0.999817444799714,0,0,0,2,1,1,"HNB"
"entry9","23","ec:2.8.2.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.23",NA,379,762,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,4,0.999816424246271,0,0,0,2,1,1,"HNB"
"entry10","25","ec:2.8.2.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.23",NA,186,762,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,4,0.999816424246271,0,0,0,2,1,1,"HNB"
"entry11","31","ec:2.8.2.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.30",NA,786,941,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,5,0.999868398225612,0,0,0,2,1,1,"HNB"
"entry12","32","ec:2.8.2.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.29",NA,939,941,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,3,0.999817444799714,0,0,0,2,1,1,"HNB"
"entry13","34","ec:5.1.3.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.17",NA,610,511,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,6,0.999869812781234,0,0,0,2,1,1,"HNB"
"entry18","46","ec:2.4.1.225","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.225","rn:R05935",1311,352,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00534",0,248,248,100,0,1,0,0,0.00909090909090909,8,0.999825661608858,0,0,0,2,1,1,"HNB"
"entry19","48","ec:2.4.1.224","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.224","rn:R05936",1312,422,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00534",0,247,248,99.5967741935484,0,1,0,0,0.00909090909090909,9,1,0,0,0,2,1,1,"HNB"
"entry20","53","ec:5.1.3.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.17",NA,1312,718,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,6,0.999869812781234,0,0,0,2,1,1,"HNB"
"entry30","154","ec:2.8.2.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.23",NA,238,762,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,4,0.999816424246271,0,0,0,2,1,1,"HNB"
"entry31","155","ec:2.8.2.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.30",NA,989,941,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,5,0.999868398225612,0,0,0,2,1,1,"HNB"
"entry32","157","ec:2.8.2.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.30",NA,1130,942,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00534",0,0,248,0,0,1,0,0,0.00909090909090909,5,0.999868398225612,0,0,0,2,1,1,"HNB"
