"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","34","ec:1.3.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.19","rn:R07703",1067,629,"rectangle",46,17,"#000000","#BFBFFF",3990,"irreversible","ec","00624",0,0,0,0,5,817,0.611995104039168,0,2,1,1,0.00263157894736842,2,0,7,1,4,2,0,0,"NHNB"
"entry1","36","ec:1.2.1.78","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.78","rn:R05643",981,709,"rectangle",46,17,"#000000","#BFBFFF",3991,"irreversible","ec","00624",1,5,2,1,9,817,1.1015911872705,0.00395256916996047,2,1,0.333333333333333,0.00249376558603491,2,0,7,1,4,3,4.84654739765741e-17,0,"NHB"
"entry2","37","ec:4.1.2.34","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.34","rn:R07713",891,710,"rectangle",46,17,"#000000","#BFBFFF",3992,"irreversible","ec","00624",1,5,2,1,9,817,1.1015911872705,0.00395256916996047,1,0,0,0.00189035916824197,1,0,8,1,4,2,4.84654739765741e-17,4.77720600115821e-17,"NHB"
"entry3","38","ec:1.3.1.49","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.49","rn:R04151",259,710,"rectangle",46,17,"#000000","#BFBFFF",3993,"irreversible","ec","00624",0,0,0,0,7,817,0.856793145654835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry4","43","ec:1.13.11.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.38","rn:R07657",794,710,"rectangle",46,17,"#000000","#BFBFFF",3994,"irreversible","ec","00624",1,5,1,0.5,11,817,1.34638922888617,0,0,0,0,0.00181159420289855,1,0,9,1,4,2,0,0,"NHB"
"entry22","75","ec:1.14.13.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.1","rn:R05632",835,640,"rectangle",46,17,"#000000","#BFBFFF",3995,"reversible","ec","00624",0,0,0,0,661,817,80.905752753978,0,1,0,0,0.00189035916824197,1,0,10,1,4,1,0,2.3886030005791e-17,"NHNB"
"entry37","108","ec:1.3.1.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.29","rn:R07705",259,507,"rectangle",46,17,"#000000","#BFBFFF",3996,"irreversible","ec","00624",0,0,0,0,10,817,1.22399020807834,0,1,0,0,0.00189035916824197,3,0,1,1,4,1,0,0,"NHNB"
"entry38","109","ec:1.14.12.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.12.12","rn:R07704",156,508,"rectangle",46,17,"#000000","#BFBFFF",3997,"irreversible","ec","00624",0,0,0,0,126,817,15.422276621787,0,0,0,0,0.00181159420289855,3,0,1,1,4,1,0,0,"NHNB"
"entry41","113","ec:1.14.13.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.1","rn:R00818",835,507,"rectangle",46,17,"#000000","#BFBFFF",3998,"irreversible","ec","00624",0,0,0,0,661,817,80.905752753978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry48","125","ec:1.3.1.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.29","rn:R09162",259,803,"rectangle",46,17,"#000000","#BFBFFF",3999,"irreversible","ec","00624",0,0,0,0,10,817,1.22399020807834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
