"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry3","21","ec:3.5.1.93","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.93","rn:R07402",966,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,0,1080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry4","22","ec:2.6.1.74","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.74","rn:R03063",798,200,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,0,1080,0,0,2,0,0,0.0131578947368421,1,0,6,3,6,2,0,0,"NHNB"
"entry5","23","ec:1.4.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.3","rn:R07400",798,179,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,224,1080,20.7407407407407,0,2,0,0,0.0131578947368421,1,0,6,3,6,2,0,0,"NHNB"
"entry10","28","ec:3.5.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.11","rn:R02170",304,287,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,700,1080,64.8148148148148,0,2,1,1,0.01,2,0,6,3,6,2,0,0,"NHNB"
"entry11","29","ec:3.5.2.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.2.6","rn:R06363",304,259,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,903,1080,83.6111111111111,0,1,1,1,0.00892857142857143,2,0,6,3,6,2,0,1.93869251226875e-17,"NHNB"
"entry12","30","ec:3.1.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.41","rn:R03062",692,231,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,330,1080,30.5555555555556,0.0454545454545455,2,1,0.166666666666667,0.0106382978723404,1,0,5,3,6,4,4.8418742920053e-16,1,"HNB"
"entry28","47","ec:2.1.3.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.3.7","rn:R05230",636,249,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,22,1080,2.03703703703704,0,1,2,0.666666666666667,0.00943396226415094,1,0,5,3,6,3,0.780776406404415,0.561552812808831,"NHNB"
"entry29","48","ec:1.14.11.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.11.26","rn:R05229",585,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",1,2,5,0.833333333333333,4,1080,0.37037037037037,0.151515151515152,1,2,0.333333333333333,0.0087719298245614,1,0,4,3,6,4,1,0,"HB"
"entry30","49","ec:1.14.20.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.20.1","rn:R05301",485,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",1,2,6,1,4,1080,0.37037037037037,0.136363636363636,1,0,0,0.00813008130081301,2,0,3,3,6,2,0,0,"NHB"
"entry31","50","ec:2.3.1.164","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.164","rn:R06361",348,219,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",1,2,2,0.333333333333333,196,1080,18.1481481481481,0.0454545454545455,2,2,0.333333333333333,0.00826446280991736,2,0,5,3,6,4,0,0,"HB"
"entry32","51","ec:5.1.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.1.17","rn:R04147",390,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",1,2,5,0.833333333333333,165,1080,15.2777777777778,0.106060606060606,1,1,0.333333333333333,0.0075187969924812,2,0,4,3,6,3,0,0,"NHB"
"entry33","52","ec:1.21.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.21.3.1","rn:R04872",294,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",1,2,1,0.166666666666667,11,1080,1.01851851851852,0.0833333333333333,1,1,0.333333333333333,0.00694444444444444,2,0,5,3,6,3,0,0,"NHB"
"entry34","53","ec:6.3.2.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.26","rn:R04870",199,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,10,1080,0.925925925925926,0,0,0,0,0.00641025641025641,2,0,6,3,6,1,0,0,"NHNB"
"entry35","57","ec:2.3.1.175","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.175","rn:R03064",692,190,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00311",0,0,0,0,0,1080,0,0.0454545454545455,2,1,0.166666666666667,0.0106382978723404,1,0,5,3,6,4,4.8418742920053e-16,1,"HNB"
