"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry26","64","ec:3.6.1.28","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.28","rn:R00618",835,557,"rectangle",46,17,"#000000","#BFBFFF",4599,"irreversible","ec","00730",0,0,0,0,150,6045,2.48138957816377,0,2,2,0.666666666666667,0.0016025641025641,1,0,6,4,3,3,0.130315524908427,0.316612884122519,"NHNB"
"entry27","65","ec:2.7.4.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.4.3","rn:R11319",835,612,"rectangle",46,17,"#000000","#BFBFFF",4600,"irreversible","ec","00730",0,0,0,0,6021,6045,99.6029776674938,0,2,2,0.666666666666667,0.0016025641025641,1,0,6,4,3,3,0.130315524908427,0.316612884122519,"NHNB"
"entry28","66","ec:1.1.3.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.23","rn:R00072",777,741,"rectangle",46,17,"#000000","#BFBFFF",4601,"irreversible","ec","00730",0,0,0,0,0,6045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry29","67","ec:1.1.3.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.23","rn:R00033",673,741,"rectangle",46,17,"#000000","#BFBFFF",4602,"irreversible","ec","00730",0,0,0,0,0,6045,0,0.00261158594491928,4,14,0.666666666666667,0.00241545893719807,1,0,6,4,3,7,0.466240287921326,0.309300391670296,"NHNB"
"entry30","68","ec:3.6.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.15","rn:R00615",704,546,"rectangle",46,17,"#000000","#BFBFFF",4603,"irreversible","ec","00730",0,0,0,0,577,6045,9.54507857733664,0.00735992402659069,3,15,0.333333333333333,0.00148148148148148,1,0,5,4,3,10,1,0.356227603655024,"HNB"
"entry31","69","ec:2.7.4.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.4.16","rn:R00617",704,602,"rectangle",46,17,"#000000","#BFBFFF",4604,"irreversible","ec","00730",0,0,0,0,3624,6045,59.9503722084367,0.00735992402659069,3,15,0.333333333333333,0.00148148148148148,1,0,5,4,3,10,1,0.356227603655024,"HNB"
"entry32","70","ec:2.7.6.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.6.2","rn:R00619",705,700,"rectangle",46,17,"#000000","#BFBFFF",4605,"irreversible","ec","00730",0,0,0,0,2206,6045,36.4929693961952,0.0197056030389364,8,28,0.424242424242424,0.00229357798165138,1,0,6,4,3,12,0.530499256162058,0.627253191241664,"HNB"
"entry33","71","ec:2.7.1.89","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.89","rn:R02134",678,657,"rectangle",46,17,"#000000","#BFBFFF",4606,"irreversible","ec","00730",0,0,0,0,453,6045,7.49379652605459,0.00593542260208927,5,11,0.392857142857143,0.00184162062615101,1,0,5,4,3,8,0.245303065138156,0.776431527730381,"HNB"
"entry34","72","ec:3.1.3.100","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.100","rn:R02135",623,652,"rectangle",46,17,"#000000","#BFBFFF",4607,"irreversible","ec","00730",0,0,0,0,4234,6045,70.0413564929694,0.00593542260208927,5,11,0.392857142857143,0.00184162062615101,1,0,5,4,3,8,0.245303065138156,0.776431527730381,"HNB"
"entry35","73","ec:2.5.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.2","rn:R02863",371,670,"rectangle",46,17,"#000000","#BFBFFF",4608,"irreversible","ec","00730",0,0,0,0,67,6045,1.10835401157982,0.00332383665716999,5,9,0.428571428571429,0.00257731958762887,1,0,6,4,3,7,0.41551171593233,0.24417396691292,"NHNB"
