"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry3","9","ec:1.1.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.1","rn:R02124",252,259,"rectangle",46,17,"#000000","#BFBFFF",4921,"reversible","ec","00830",0,0,0,0,245,248,98.7903225806452,0.0398550724637681,5,7,0.333333333333333,0.0136986301369863,1,0.0330950683077662,3,3,4,7,0,0,"NHNB"
"entry5","12","ec:1.13.11.63","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.63","rn:R00032",359,233,"rectangle",46,17,"#000000","#BFBFFF",4922,"irreversible","ec","00830",0,0,0,0,150,248,60.4838709677419,0.00271739130434783,3,4,0.666666666666667,0.0126582278481013,1,0.0271865211100953,4,3,4,4,0,0,"NHNB"
"entry7","15","ec:1.2.1.36","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.36","rn:R02123",467,218,"rectangle",46,17,"#000000","#BFBFFF",4923,"irreversible","ec","00830",0,0,0,0,163,248,65.7258064516129,0.0652173913043478,9,24,0.363636363636364,0.00317460317460318,3,0.0638779262259934,4,3,4,12,0,1,"HNB"
"entry9","17","ec:1.2.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.3.1","rn:R02125",467,197,"rectangle",46,17,"#000000","#BFBFFF",4924,"irreversible","ec","00830",0,0,0,0,141,248,56.8548387096774,0.0652173913043478,9,24,0.363636363636364,0.00317460317460318,3,0.0638779262259933,4,3,4,12,0,1,"HNB"
"entry11","21","ec:2.3.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.135","rn:R08387",223,339,"rectangle",46,17,"#000000","#BFBFFF",4925,"irreversible","ec","00830",0,0,0,0,140,248,56.4516129032258,0.0172101449275362,3,5,0.5,0.0117647058823529,1,0.0366914051158979,4,3,4,5,0,0,"NHNB"
"entry18","34","ec:1.3.99.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.99.23","rn:R07163",150,209,"rectangle",46,17,"#000000","#BFBFFF",4926,"irreversible","ec","00830",0,0,0,0,165,248,66.5322580645161,0.0153985507246377,4,8,0.8,0.0117647058823529,1,0.0271865211100954,4,3,4,5,0,0,"NHNB"
"entry19","35","ec:3.1.1.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.64","rn:R08388",198,419,"rectangle",46,17,"#000000","#BFBFFF",4927,"irreversible","ec","00830",1,4,1,1,148,248,59.6774193548387,0.0253623188405797,2,0,0,0.00181159420289855,2,0.0446656839137703,5,3,4,5,0,1.06874384303368e-18,"NHB"
"entry24","46","ec:2.3.1.76","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.76","rn:R08381",173,541,"rectangle",46,17,"#000000","#BFBFFF",4928,"irreversible","ec","00830",0,0,0,0,222,248,89.5161290322581,0,0,0,0,0.00166666666666667,2,0.0271865211100953,6,3,4,1,0,1.1197480064928e-17,"NHNB"
"entry26","49","ec:2.3.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.135","rn:R08389",223,541,"rectangle",46,17,"#000000","#BFBFFF",4929,"irreversible","ec","00830",0,0,0,0,140,248,56.4516129032258,0,0,0,0,0.00166666666666667,2,0.0271865211100953,6,3,4,1,0,1.1197480064928e-17,"NHNB"
"entry27","50","ec:2.3.1.76","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.76","rn:R02366 rn:R02367",173,339,"rectangle",46,17,"#000000","#BFBFFF",4930,NA,"ec","00830",0,0,0,0,222,248,89.5161290322581,0.0172101449275362,3,5,0.5,0.0117647058823529,1,0.036691405115898,4,3,4,5,0,0,"NHNB"
"entry31","58","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08392",642,219,"rectangle",46,17,"#000000","#BFBFFF",4931,"irreversible","ec","00830",0,0,0,0,173,248,69.758064516129,0.0144927536231884,6,12,0.428571428571429,0.0023094688221709,3,0.0777607522215365,5,3,4,8,0.361018845251581,0.636359870808311,"HNB"
"entry32","59","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08392",642,198,"rectangle",46,17,"#000000","#BFBFFF",4932,"irreversible","ec","00830",0,0,0,0,115,248,46.3709677419355,0.0144927536231884,7,16,0.444444444444444,0.00231481481481481,3,0.0777607522215365,5,3,4,9,0.361018845251581,0.786324659801911,"HNB"
"entry38","76","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08391",617,313,"rectangle",46,17,"#000000","#BFBFFF",4933,"irreversible","ec","00830",0,0,0,0,69,248,27.8225806451613,0,1,16,0.761904761904762,0.00173611111111111,3,0.382316083029021,5,3,4,7,0.760126763818538,0.184171544862835,"NHNB"
"entry39","77","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08391",617,334,"rectangle",46,17,"#000000","#BFBFFF",4934,"irreversible","ec","00830",0,0,0,0,172,248,69.3548387096774,0,1,16,0.761904761904762,0.00173611111111111,3,0.382316083029021,5,3,4,7,0.760126763818538,0.184171544862835,"NHNB"
"entry40","78","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08390",593,283,"rectangle",46,17,"#000000","#BFBFFF",4935,"irreversible","ec","00830",0,0,0,0,173,248,69.758064516129,0.000905797101449275,2,12,0.8,0.00181159420289855,3,0.172421536365757,5,3,4,6,0.617826808450676,0.324165265246882,"NHNB"
"entry41","79","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08390",593,262,"rectangle",46,17,"#000000","#BFBFFF",4936,"irreversible","ec","00830",0,0,0,0,112,248,45.1612903225806,0.00181159420289855,3,16,0.761904761904762,0.00189393939393939,3,0.172421536365757,5,3,4,7,0.590756750975242,0.464158985630929,"NHNB"
"entry42","81","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08390",641,262,"rectangle",46,17,"#000000","#BFBFFF",4937,"irreversible","ec","00830",0,0,0,0,97,248,39.1129032258064,0.000905797101449275,2,12,0.8,0.00181159420289855,3,0.172421536365757,5,3,4,6,0.617826808450676,0.324165265246882,"NHNB"
"entry43","82","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1",NA,804,198,"rectangle",46,17,"#000000","#BFBFFF",4938,NA,"ec","00830",0,0,0,0,115,248,46.3709677419355,0,0,0,0,0.00166666666666667,3,0.0946607841442205,6,3,4,2,0.229737905723662,2.2394960129856e-17,"NHNB"
"entry44","83","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1",NA,804,219,"rectangle",46,17,"#000000","#BFBFFF",4939,NA,"ec","00830",0,0,0,0,173,248,69.758064516129,0,0,0,0,0.00166666666666667,3,0.0946607841442205,6,3,4,2,0.256807963199095,2.2394960129856e-17,"NHNB"
"entry45","84","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08392",594,219,"rectangle",46,17,"#000000","#BFBFFF",4940,"irreversible","ec","00830",0,0,0,0,98,248,39.5161290322581,0.0144927536231884,6,12,0.428571428571429,0.0023094688221709,3,0.0777607522215365,5,3,4,8,0.361018845251581,0.636359870808311,"HNB"
"entry46","85","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1",NA,756,219,"rectangle",46,17,"#000000","#BFBFFF",4941,NA,"ec","00830",0,0,0,0,98,248,39.5161290322581,0,0,0,0,0.00166666666666667,3,0.0946607841442205,6,3,4,2,0.256807963199095,2.2394960129856e-17,"NHNB"
"entry47","88","ec:1.2.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.3.1","rn:R08384",467,118,"rectangle",46,17,"#000000","#BFBFFF",4942,"irreversible","ec","00830",0,0,0,0,141,248,56.8548387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry48","89","ec:1.2.1.36","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.36","rn:R08385",467,139,"rectangle",46,17,"#000000","#BFBFFF",4943,"irreversible","ec","00830",0,0,0,0,163,248,65.7258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry49","90","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R02902",617,373,"rectangle",46,17,"#000000","#BFBFFF",4944,"irreversible","ec","00830",0,0,0,0,236,248,95.1612903225807,0,0,30,0.666666666666667,0.00166666666666667,3,1,5,3,4,10,1,8.73005430987275e-17,"HNB"
"entry50","92","ec:3.1.1.63","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.63","rn:R03049",139,519,"rectangle",46,17,"#000000","#BFBFFF",4945,"irreversible","ec","00830",0,0,0,0,0,248,0,0,1,0,0,0.00188679245283019,2,8.37630467965984e-18,6,3,4,1,0,0,"NHNB"
"entry51","93","ec:1.1.1.105","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.105","rn:R02124",300,259,"rectangle",46,17,"#000000","#BFBFFF",4946,"reversible","ec","00830",0,0,0,0,238,248,95.9677419354839,0.072463768115942,5,7,0.333333333333333,0.0135135135135135,1,0.0446656839137703,3,3,4,7,0,0,"NHNB"
"entry53","96","ec:1.14.19.53","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.53","rn:R11952",150,177,"rectangle",46,17,"#000000","#BFBFFF",4947,"irreversible","ec","00830",0,0,0,0,136,248,54.8387096774194,0,0,8,0.8,0.00166666666666667,1,0.108543610139764,4,3,4,5,8.0773265835288e-18,4.36502715493638e-17,"NHNB"
