"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry9","38","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07943",651,627,"rectangle",46,17,"#000000","#BFBFFF",1270,"irreversible","ec","00232",0,0,0,0,82,433,18.9376443418014,0,8,13,0.464285714285714,0.00282485875706215,5,5.40127380406354e-17,3,3,5,8,1.39868504072184e-16,1,"HNB"
"entry10","40","ec:1.17.3.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.3.2","rn:R07942",396,641,"rectangle",46,17,"#000000","#BFBFFF",1271,"irreversible","ec","00232",0,0,0,0,419,433,96.7667436489607,0,2,3,1,0.00239808153477218,5,6.48152856487625e-17,4,3,5,3,0.175197363979249,0.0973182265472711,"NHNB"
"entry11","41","ec:1.14.13.178","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.178","rn:R07969 rn:R07970",320,613,"rectangle",46,17,"#000000","#BFBFFF",1272,"irreversible","ec","00232",0,0,0,0,2,433,0.46189376443418,0.015,3,4,0.4,0.00229885057471264,5,6.48152856487625e-17,4,3,5,5,0.192247260737467,0.178803656938936,"NHNB"
"entry12","42","ec:1.14.13.179","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.179","rn:R07975 rn:R07976",476,605,"rectangle",46,17,"#000000","#BFBFFF",1273,"irreversible","ec","00232",0,0,0,0,3,433,0.69284064665127,0.005,1,3,0.5,0.00211864406779661,5,8.64203808650166e-17,4,3,5,4,0.223573190103019,1.20925661383923e-17,"NHNB"
"entry13","43","ec:1.7.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.7.3.3","rn:R07981",729,464,"rectangle",46,17,"#000000","#BFBFFF",1274,"irreversible","ec","00232",0,0,0,0,380,433,87.7598152424942,0,2,1,1,0.0033112582781457,8,5.40127380406354e-17,5,3,5,2,3.49671260180459e-17,0.0361536161569883,"NHNB"
"entry14","45","ec:1.14.13.178","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.178","rn:R07973 rn:R07974",476,485,"rectangle",46,17,"#000000","#BFBFFF",1275,"irreversible","ec","00232",0,0,0,0,2,433,0.46189376443418,0.0116666666666667,1,0,0,0.00204081632653061,10,9.72229284731437e-17,5,3,5,2,4.2917615625881e-17,0.00764495738111003,"NHNB"
"entry15","46","ec:1.14.13.179","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.179","rn:R07967 rn:R07968",320,479,"rectangle",46,17,"#000000","#BFBFFF",1276,"irreversible","ec","00232",0,0,0,0,3,433,0.69284064665127,0.02,1,1,0.333333333333333,0.00196463654223969,5,1.51235666513779e-16,5,3,5,3,0.0326653057464558,0.118833840786779,"NHNB"
"entry16","47","ec:1.17.3.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.3.2","rn:R07978",551,408,"rectangle",46,17,"#000000","#BFBFFF",1277,"irreversible","ec","00232",0,0,0,0,419,433,96.7667436489607,0,5,5,0.5,0.00321543408360129,2,5.40127380406354e-17,4,3,5,5,5.69639905339833e-17,0.255476195207269,"NHNB"
"entry17","49","ec:1.14.13.179","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.179","rn:R07961 rn:R07962",476,338,"rectangle",46,17,"#000000","#BFBFFF",1278,"irreversible","ec","00232",0,0,0,0,3,433,0.69284064665127,0.00301587301587302,6,8,0.380952380952381,0.00301204819277108,2,5.40127380406354e-17,3,3,5,7,0.0447587559597618,0.679451372478531,"NHNB"
"entry18","50","ec:1.17.5.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.5.2","rn:R07980",729,380,"rectangle",46,17,"#000000","#BFBFFF",1279,"irreversible","ec","00232",1,2,2,1,0,433,0,0.0216666666666667,6,8,0.380952380952381,0.00318471337579618,8,3.24076428243812e-17,4,3,5,7,0.00633401824902202,0.809423207647032,"NHB"
"entry19","51","ec:1.14.13.178","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.178","rn:R07955 rn:R07956",651,352,"rectangle",46,17,"#000000","#BFBFFF",1280,"irreversible","ec","00232",0,0,0,0,2,433,0.46189376443418,0.0324206349206349,5,8,0.285714285714286,0.00279329608938547,9,1.72840761730033e-16,4,3,5,8,0.305605657693472,0.683804504902575,"HNB"
"entry20","52","ec:2.1.1.159","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.159","rn:R07919",476,281,"rectangle",46,17,"#000000","#BFBFFF",1281,"irreversible","ec","00232",0,0,0,0,0,433,0,0.0171825396825397,5,8,0.380952380952381,0.00246913580246914,2,2.16050952162542e-17,3,3,5,7,0.164559502695829,0.607927712279937,"NHNB"
"entry21","53","ec:2.1.1.160","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.160","rn:R07920",601,338,"rectangle",46,17,"#000000","#BFBFFF",1282,"irreversible","ec","00232",0,0,0,0,0,433,0,0.00492063492063492,2,4,0.266666666666667,0.00180831826401447,2,1.72840761730033e-16,4,3,5,6,0.412112990374853,0.396650649808715,"NHNB"
"entry22","54","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07945",451,158,"rectangle",46,17,"#000000","#BFBFFF",1283,"irreversible","ec","00232",0,0,0,0,82,433,18.9376443418014,0,4,6,1,0.00199203187250996,6,5.40127380406354e-17,4,3,5,4,6.99342520360918e-17,0.742004745606227,"NHNB"
"entry23","55","ec:2.3.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.5","rn:R07940",551,148,"rectangle",46,17,"#000000","#BFBFFF",1284,"irreversible","ec","00232",0,0,0,0,145,433,33.4872979214781,0.00166666666666667,5,16,0.761904761904762,0.0019047619047619,5,8.64203808650166e-17,3,3,5,7,0.305194639469554,0.952862873533438,"NHNB"
