"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","21","ec:2.3.1.182","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.182","rn:R07399",475,218,"rectangle",46,17,"#000000","#BFBFFF",1745,"irreversible","ec","00290",1,4,1,0.5,299,5719,5.2281867459346,0.00395256916996047,1,0,0,0.0019723865877712,2,0,6,1,4,2,4.29987528494926e-17,0,"NHB"
"entry1","22","ec:4.2.1.35","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.35","rn:R03898",270,183,"rectangle",46,17,"#000000","#BFBFFF",1746,"irreversible","ec","00290",0,0,0,0,4545,5719,79.4719356530862,0,1,0,0,0.00206185567010309,1,0,6,1,4,1,1.7804722466262e-17,0,"NHNB"
"entry2","23","ec:1.1.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.85","rn:R00994",179,208,"rectangle",46,17,"#000000","#BFBFFF",1747,"irreversible","ec","00290",1,4,1,0.5,4620,5719,80.7833537331701,0.00395256916996047,2,1,0.333333333333333,0.00197628458498024,1,0,5,1,4,3,0,0,"HB"
"entry3","24","ec:4.3.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.19","rn:R00996",129,240,"rectangle",46,17,"#000000","#BFBFFF",1748,"irreversible","ec","00290",0,0,0,0,4605,5719,80.5210701171533,0,1,1,1,0.00189035916824197,1,0,5,1,4,2,0,7.58006225730608e-17,"NHNB"
"entry11","32","ec:2.6.1.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.42","rn:R02199",154,565,"rectangle",46,17,"#000000","#BFBFFF",1749,"irreversible","ec","00290",0,0,0,0,5327,5719,93.1456548347613,0,1,0,0,0.0019723865877712,1,0,6,1,4,1,1.7804722466262e-17,0,"NHNB"
"entry12","33","ec:2.6.1.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.6","rn:R01090",702,685,"rectangle",46,17,"#000000","#BFBFFF",1750,"reversible","ec","00290",0,0,0,0,0,5719,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry13","34","ec:2.6.1.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.42","rn:R01090",676,704,"rectangle",46,17,"#000000","#BFBFFF",1751,"reversible","ec","00290",0,0,0,0,5327,5719,93.1456548347613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry14","35","ec:1.1.1.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.86","rn:R05068",179,429,"rectangle",46,17,"#000000","#BFBFFF",1752,"reversible","ec","00290",1,4,2,1,4773,5719,83.4586466165414,0,2,0,0,0.00216450216450216,1,0,4,1,4,2,3.56094449325239e-17,0,"NHB"
"entry15","36","ec:4.2.1.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.33","rn:R03968",533,530,"rectangle",46,17,"#000000","#BFBFFF",1753,"reversible","ec","00290",0,0,0,0,4677,5719,81.7800314740339,0,1,0,0,0.0025,3,0,7,1,4,1,2.14993764247463e-17,0,"NHNB"
"entry16","37","ec:1.1.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.85","rn:R04426",702,565,"rectangle",46,17,"#000000","#BFBFFF",1754,"reversible","ec","00290",0,0,0,0,4620,5719,80.7833537331701,0,1,0,0,0.00189035916824197,4,0,1,1,4,1,2.14993764247463e-17,0,"NHNB"
"entry17","38","ec:4.2.1.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.33","rn:R04001",645,530,"rectangle",46,17,"#000000","#BFBFFF",1755,"reversible","ec","00290",0,0,0,0,4677,5719,81.7800314740339,0,0,0,0,0.00181159420289855,4,0,1,1,4,1,2.14993764247463e-17,0,"NHNB"
"entry18","39","ec:2.3.3.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.3.13","rn:R01213",411,524,"rectangle",46,17,"#000000","#BFBFFF",1756,"irreversible","ec","00290",1,4,1,0.5,4634,5719,81.0281517747858,0.0118577075098814,4,3,0.3,0.00239808153477218,3,0,6,1,4,5,1.79079435064049e-17,1,"HB"
"entry19","40","ec:2.6.1.66","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.66","rn:R01215",396,565,"rectangle",46,17,"#000000","#BFBFFF",1757,"reversible","ec","00290",0,0,0,0,2179,5719,38.1010666200385,0,1,1,1,0.0021551724137931,3,0,6,1,4,2,0.6,0.333333333333333,"NHNB"
"entry20","41","ec:2.6.1.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.42","rn:R01214",296,565,"rectangle",46,17,"#000000","#BFBFFF",1758,"irreversible","ec","00290",0,0,0,0,5327,5719,93.1456548347613,0,1,1,1,0.0021551724137931,3,0,6,1,4,2,0.6,0.333333333333333,"NHNB"
"entry21","42","ec:4.2.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.9","rn:R04441",321,495,"rectangle",46,17,"#000000","#BFBFFF",1759,"irreversible","ec","00290",1,4,2,1,4681,5719,81.8499737716384,0.0197628458498024,2,3,0.3,0.00206611570247934,3,0,5,1,4,5,1,0.333333333333333,"HB"
"entry22","43","ec:1.1.1.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.86","rn:R05069",154,361,"rectangle",46,17,"#000000","#BFBFFF",1760,"reversible","ec","00290",0,0,0,0,4773,5719,83.4586466165414,0,1,0,0,0.00189035916824197,1,0,5,1,4,1,1.7804722466262e-17,3.79003112865304e-17,"NHNB"
"entry23","44","ec:5.4.99.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.3","rn:R05069",204,361,"rectangle",46,17,"#000000","#BFBFFF",1761,"reversible","ec","00290",1,4,2,1,0,5719,0,0.00197628458498024,1,0,0,0.00189035916824197,1,0,3,1,4,2,0,7.58006225730608e-17,"NHB"
"entry24","45","ec:1.1.1.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.86","rn:R05071",296,361,"rectangle",46,17,"#000000","#BFBFFF",1762,"reversible","ec","00290",0,0,0,0,4773,5719,83.4586466165414,0,1,0,0,0.0019723865877712,2,0,6,1,4,1,1.7804722466262e-17,0,"NHNB"
