"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry6","36","ec:1.8.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.13","rn:R02742",662,460,"rectangle",46,17,"#000000","#BFBFFF",2753,"irreversible","ec","00480",0,0,0,0,27,5997,0.450225112556278,0,3,3,1,0.00200400801603206,4,0,5,1,6,3,0,0.0463516475872201,"NHNB"
"entry7","37","ec:3.4.11.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.4.11.2","rn:R04951",592,515,"rectangle",46,17,"#000000","#BFBFFF",2754,"irreversible","ec","00480",0,0,0,0,3699,5997,61.6808404202101,0.00709219858156028,1,0,0,0.000462320850670365,7,0.0238311793167726,5,1,6,2,0,1.73130699216152e-17,"NHNB"
"entry8","38","ec:2.3.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.2.2","rn:R03916",489,526,"rectangle",46,17,"#000000","#BFBFFF",2755,"irreversible","ec","00480",1,4,2,1,0,5997,0,0.0332446808510638,4,0,0,0.000473260766682442,7,0.0821983383470407,4,1,6,5,0.102455620807828,1.73130699216152e-17,"NHB"
"entry9","39","ec:1.11.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.11.1.9","rn:R00274",217,567,"rectangle",46,17,"#000000","#BFBFFF",2756,"irreversible","ec","00480",0,0,0,0,3534,5997,58.9294647323662,0,0,39,0.866666666666667,0.000425170068027211,3,1,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry10","40","ec:1.8.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.4","rn:R01109",194,592,"rectangle",46,17,"#000000","#BFBFFF",2757,"reversible","ec","00480",0,0,0,0,0,5997,0,0,0,39,0.866666666666667,0.000425170068027211,3,0.999999999999999,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry11","41","ec:1.8.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.1","rn:R01110",146,592,"rectangle",46,17,"#000000","#BFBFFF",2758,"reversible","ec","00480",0,0,0,0,0,5997,0,0,0,39,0.866666666666667,0.000425170068027211,3,0.999999999999998,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry12","42","ec:2.8.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.3","rn:R01875",242,592,"rectangle",46,17,"#000000","#BFBFFF",2759,"reversible","ec","00480",0,0,0,0,0,5997,0,0,0,39,0.866666666666667,0.000425170068027211,3,1,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry13","43","ec:1.8.5.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.1","rn:R01108",121,613,"rectangle",46,17,"#000000","#BFBFFF",2760,"reversible","ec","00480",0,0,0,0,103,5997,1.71752542938136,0,0,39,0.866666666666667,0.000425170068027211,3,1,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry14","44","ec:1.8.4.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.3","rn:R01111",217,613,"rectangle",46,17,"#000000","#BFBFFF",2761,"reversible","ec","00480",0,0,0,0,0,5997,0,0,0,39,0.866666666666667,0.000425170068027211,3,1,4,1,6,10,1,1.03878419529691e-16,"NHNB"
"entry15","45","ec:1.8.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.3.3","rn:R00120",169,567,"rectangle",46,17,"#000000","#BFBFFF",2762,"irreversible","ec","00480",0,0,0,0,0,5997,0,0,0,39,0.866666666666667,0.000425170068027211,3,1,4,1,6,10,1,1.03878419529691e-16,"NHNB"
